"","X","V162076a","V162076b","V162072","V162073a","V162073b","V161515","V161516","V160501","V162062x","vote2016","V161310x","V161342","V161270","V161272","V161003","V161267c","justice_roberts","vp_biden","speaker_ryan","majority_house","majority_senate","mode_ftf","validated_vote","race","female","college","spouse_educ","news_interest","dem_age_r_x","age_cat6","pol_knowledge","treat","vote","v"
"153",184,0,0,1,1,1,1,1,"1. FTF/CASI",2,1,1,2,13,12,"3. About half the time",1958,0,1,1,0,0,1,1,1,1,1,1,3,58,5,2,1,1,1
"154",185,0,0,0,0,0,2,2,"1. FTF/CASI",-2,0,2,2,9,NA,"4. Some of the time",1974,0,0,0,1,1,1,0,2,1,0,NA,2,42,3,2,1,0,0
"155",186,0,0,0,0,0.5,2,2,"1. FTF/CASI",1,1,4,2,10,NA,"2. Most of the time",1959,0,0,1,1,1,1,1,4,1,1,NA,4,57,5,3,2,1,2
"156",187,0,0,1,0,0,2,1,"1. FTF/CASI",1,1,6,2,4,NA,"4. Some of the time",1986,0,1,0,1,0,1,1,4,1,0,NA,2,30,2,2,1,1,0
"157",189,0,0,1,0,0,1,1,"1. FTF/CASI",2,1,1,2,9,6,"3. About half the time",1929,0,1,0,0,0,1,1,1,1,0,0,3,87,6,1,0,1,1
"158",190,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,12,13,"1. Always",1960,1,1,1,1,1,1,1,1,0,1,2,5,56,5,5,4,1,3
"159",192,0,0,1,1,0.5,2,2,"1. FTF/CASI",-2,0,1,1,12,NA,"3. About half the time",1993,0,1,1,1,1,1,0,1,0,1,NA,3,23,1,4,3,0,1
"160",193,1,1,1,1,1,2,2,"1. FTF/CASI",-2,1,5,1,12,NA,"2. Most of the time",1945,1,1,1,1,1,1,1,3,0,1,NA,4,71,6,5,4,1,2
"161",194,0,0,1,1,1,2,1,"1. FTF/CASI",1,1,1,2,9,NA,"2. Most of the time",1997,0,1,1,1,0,1,1,1,1,0,NA,4,19,1,3,2,1,2
"162",195,0,0,0,0,0,2,1,"1. FTF/CASI",-2,0,1,1,9,NA,"4. Some of the time",1972,0,0,0,1,0,1,0,1,0,0,NA,2,44,3,1,0,0,0
"163",196,0,0,0,0,0,2,1,"1. FTF/CASI",-2,0,1,2,11,NA,"5. Never",1995,0,0,0,1,0,1,0,1,1,1,NA,1,21,1,1,0,0,0
"164",197,0,0,1,0,0,1,2,"1. FTF/CASI",-2,0,1,1,10,NA,"3. About half the time",1949,0,1,0,0,1,1,0,1,0,1,NA,3,67,6,2,1,0,1
"165",198,0,0,0,0,0,1,1,"1. FTF/CASI",-2,0,5,2,7,14,"5. Never",1993,0,0,0,0,0,1,0,3,1,0,2,1,23,1,0,0,0,0
"166",199,0,0,1,1,1,1,2,"1. FTF/CASI",-2,1,6,2,13,12,"4. Some of the time",1975,0,1,1,0,1,1,1,4,1,1,1,2,41,3,3,2,1,0
"167",201,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,2,7,NA,"1. Always",1938,0,1,1,1,1,1,1,1,1,0,NA,5,78,6,4,3,1,3
"168",202,0,0,1,1,1,2,2,"1. FTF/CASI",-2,0,5,2,13,13,"2. Most of the time",1942,0,1,1,1,1,1,0,3,1,1,2,4,74,6,4,3,0,2
"169",204,1,1,1,1,1,2,2,"1. FTF/CASI",3,1,1,1,13,13,"1. Always",1963,1,1,1,1,1,1,1,1,0,1,2,5,53,4,5,4,1,3
"170",205,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,12,12,"1. Always",1953,1,1,1,1,1,1,1,1,0,1,1,5,63,5,5,4,1,3
"171",206,0,0,1,0,0,2,1,"1. FTF/CASI",2,1,1,2,11,13,"2. Most of the time",1951,0,1,0,1,0,1,1,1,1,1,2,4,65,6,2,1,1,2
"172",207,0,0,1,0,0,2,1,"1. FTF/CASI",2,1,1,2,13,NA,"2. Most of the time",1952,0,1,0,1,0,1,1,1,1,1,NA,4,64,5,2,1,1,2
"173",208,1,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,1,14,NA,"1. Always",1992,1,1,1,1,1,1,1,1,0,1,NA,5,24,1,5,4,1,3
"174",209,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,2,1,9,9,"2. Most of the time",1966,0,1,1,1,1,1,1,2,0,0,0,4,50,4,4,3,1,2
"175",210,0,0,1,0,0,1,1,"1. FTF/CASI",3,0,2,2,9,NA,"3. About half the time",1993,0,1,0,0,0,1,0,2,1,0,NA,3,23,1,1,0,0,1
"176",211,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,1,13,NA,"1. Always",1991,0,1,1,1,1,1,1,1,0,1,NA,5,25,2,4,3,1,3
"177",212,0,0,1,0,0,1,1,"1. FTF/CASI",5,1,1,2,13,9,"2. Most of the time",1972,0,1,0,0,0,1,1,1,1,1,0,4,44,3,1,0,1,2
"178",213,1,1,1,1,1,2,2,"1. FTF/CASI",1,1,1,2,14,NA,"2. Most of the time",1940,1,1,1,1,1,1,1,1,1,1,NA,4,76,6,5,4,1,2
"179",214,0,0,1,1,1,2,2,"1. FTF/CASI",5,1,1,1,14,14,"1. Always",1948,0,1,1,1,1,1,1,1,0,1,2,5,68,6,4,3,1,3
"180",215,0,0,1,0,0,2,2,"1. FTF/CASI",-2,1,1,2,10,NA,"2. Most of the time",1995,0,1,0,1,1,1,1,1,1,1,NA,4,21,1,3,2,1,2
"181",216,0,0,1,0,0,1,1,"1. FTF/CASI",3,1,1,2,11,NA,"4. Some of the time",1949,0,1,0,0,0,1,1,1,1,1,NA,2,67,6,1,0,1,0
"182",217,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,2,9,13,"1. Always",1948,1,1,1,1,1,1,1,1,1,0,2,5,68,6,5,4,1,3
"183",218,0,0,1,0,0,2,2,"1. FTF/CASI",1,1,3,2,14,NA,"2. Most of the time",1981,0,1,0,1,1,1,1,4,1,1,NA,4,35,3,3,2,1,2
"184",219,0,0,1,0,0,2,2,"1. FTF/CASI",2,1,1,1,10,10,"2. Most of the time",1955,0,1,0,1,1,1,1,1,0,1,1,4,61,5,3,2,1,2
"185",220,0,0,1,0,0,2,2,"1. FTF/CASI",1,1,1,1,13,NA,"3. About half the time",1991,0,1,0,1,1,1,1,1,0,1,NA,3,25,2,3,2,1,1
"186",221,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,12,9,"3. About half the time",1949,0,1,1,1,1,1,1,1,0,1,0,3,67,6,4,3,1,1
"187",223,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,2,14,13,"4. Some of the time",1948,0,1,1,1,1,1,1,1,1,1,2,2,68,6,4,3,1,0
"188",224,0,0,0,0,0,1,1,"1. FTF/CASI",-2,1,5,1,9,12,"4. Some of the time",1984,0,0,0,0,0,1,1,3,0,0,1,2,32,2,0,0,1,0
"189",225,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,11,8,"1. Always",1954,1,1,1,1,1,1,1,1,0,1,0,5,62,5,5,4,1,3
"190",226,0.5,0,1,1,1,2,1,"1. FTF/CASI",2,1,1,2,14,12,"2. Most of the time",1947,1,1,1,1,0,1,1,1,1,1,1,4,69,6,4,3,1,2
"191",227,0,0,1,1,1,1,1,"1. FTF/CASI",2,0,1,1,14,NA,"4. Some of the time",1931,0,1,1,0,0,1,0,1,0,1,NA,2,85,6,2,1,0,0
"192",229,0,0,0,0,0,2,2,"1. FTF/CASI",1,1,1,1,13,NA,"1. Always",1990,0,0,0,1,1,1,1,1,0,1,NA,5,26,2,2,1,1,3
"193",230,0,0,0,0,0,1,2,"1. FTF/CASI",-2,0,1,1,9,8,"4. Some of the time",1978,0,0,0,0,1,1,0,1,0,0,0,2,38,3,1,0,0,0
"194",231,0,0,1,0,0,1,1,"1. FTF/CASI",1,1,2,2,13,NA,"4. Some of the time",1966,0,1,0,0,0,1,1,2,1,1,NA,2,50,4,1,0,1,0
"195",232,0.5,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,2,14,15,"2. Most of the time",1962,1,1,1,1,1,1,1,1,1,1,2,4,54,4,5,4,1,2
"196",234,0,0,0,0,0,1,1,"1. FTF/CASI",1,1,5,2,11,NA,"4. Some of the time",-9,0,0,0,0,0,1,1,3,1,1,NA,2,NA,NA,0,0,1,0
"197",235,0,0,1,1,1,2,1,"1. FTF/CASI",2,0,1,1,14,10,"2. Most of the time",1971,0,1,1,1,0,1,0,1,0,1,1,4,45,4,3,2,0,2
"198",236,0.5,0,1,0,0,1,2,"1. FTF/CASI",1,1,1,2,13,13,"3. About half the time",1956,1,1,0,0,1,1,1,1,1,1,2,3,60,5,3,2,1,1
"199",238,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,2,10,16,"3. About half the time",1946,1,1,1,1,1,1,1,1,1,1,2,3,70,6,5,4,1,1
"200",241,0,0,1,0,0.5,2,2,"1. FTF/CASI",2,0,6,2,8,NA,"2. Most of the time",1957,0,1,1,1,1,1,0,4,1,0,NA,4,59,5,4,3,0,2
"201",243,0,0,0,0,0,2,2,"1. FTF/CASI",-2,0,5,1,9,9,"2. Most of the time",1955,0,0,0,1,1,1,0,3,0,0,0,4,61,5,2,1,0,2
"202",244,0,0,1,0,0,1,2,"1. FTF/CASI",1,0,5,1,10,NA,"3. About half the time",1996,0,1,0,0,1,1,0,3,0,1,NA,3,20,1,2,1,0,1
"203",246,0.5,0,1,0,0,2,2,"1. FTF/CASI",1,1,1,2,12,13,"3. About half the time",1976,1,1,0,1,1,1,1,1,1,1,2,3,40,3,4,3,1,1
"204",247,0,0,1,0,0,1,1,"1. FTF/CASI",1,1,2,1,13,NA,"4. Some of the time",1992,0,1,0,0,0,1,1,2,0,1,NA,2,24,1,1,0,1,0
"205",249,0,0,1,0,0,1,2,"1. FTF/CASI",1,1,6,1,10,NA,"4. Some of the time",1992,0,1,0,0,1,1,1,4,0,1,NA,2,24,1,2,1,1,0
"206",250,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,9,13,"4. Some of the time",1955,0,1,1,1,1,1,1,1,0,0,2,2,61,5,4,3,1,0
"207",251,0,0,0,0,0,1,1,"1. FTF/CASI",1,1,2,2,7,7,"5. Never",1953,0,0,0,0,0,1,1,2,1,0,0,1,63,5,0,0,1,0
"208",253,0,0,1,1,1,2,1,"1. FTF/CASI",1,1,5,1,14,NA,"2. Most of the time",1965,0,1,1,1,0,1,1,3,0,1,NA,4,51,4,3,2,1,2
"209",255,0,0,1,0,0,2,1,"1. FTF/CASI",-2,0,1,2,13,13,"3. About half the time",1986,0,1,0,1,0,1,0,1,1,1,2,3,30,2,2,1,0,1
"210",256,0,0,0,0,0,1,1,"1. FTF/CASI",-2,1,2,1,11,NA,"2. Most of the time",1956,0,0,0,0,0,1,1,2,0,1,NA,4,60,5,0,0,1,2
"211",258,0.5,0,1,1,1,2,2,"1. FTF/CASI",1,1,5,2,10,13,"1. Always",1953,1,1,1,1,1,1,1,3,1,1,2,5,63,5,5,4,1,3
"212",260,0,0,1,1,1,2,2,"1. FTF/CASI",-2,1,5,1,13,NA,"1. Always",1953,0,1,1,1,1,1,1,3,0,1,NA,5,63,5,4,3,1,3
"213",261,0.5,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,2,13,NA,"1. Always",1991,1,1,1,1,1,1,1,1,1,1,NA,5,25,2,5,4,1,3
"214",262,0,0,0,0,0,1,1,"1. FTF/CASI",2,1,2,2,13,NA,"3. About half the time",1944,0,0,0,0,0,1,1,2,1,1,NA,3,72,6,0,0,1,1
"215",263,0,0,1,0,0,2,2,"1. FTF/CASI",1,1,1,2,14,13,"1. Always",1956,0,1,0,1,1,1,1,1,1,1,2,5,60,5,3,2,1,3
"216",264,0,0,0,0,0,1,2,"1. FTF/CASI",2,1,1,1,9,14,"2. Most of the time",1954,0,0,0,0,1,1,1,1,0,0,2,4,62,5,1,0,1,2
"217",265,0,0,1,0,0,2,2,"1. FTF/CASI",-9,1,1,2,10,13,"4. Some of the time",1967,0,1,0,1,1,1,1,1,1,1,2,2,49,4,3,2,1,0
"218",266,0,0,1,1,0.5,2,1,"1. FTF/CASI",2,1,1,1,9,9,"1. Always",1936,0,1,1,1,0,1,1,1,0,0,0,5,80,6,3,2,1,3
"219",268,0,0,1,0,0,1,1,"1. FTF/CASI",2,0,1,1,9,9,"3. About half the time",1994,0,1,0,0,0,1,0,1,0,0,0,3,22,1,1,0,0,1
"220",269,0,0,0,0,0,1,1,"1. FTF/CASI",1,0,2,2,12,NA,"4. Some of the time",1990,0,0,0,0,0,1,0,2,1,1,NA,2,26,2,0,0,0,0
"221",270,0,0,0,0,0,1,2,"1. FTF/CASI",-2,0,1,2,5,NA,"4. Some of the time",1952,0,0,0,0,1,1,0,1,1,0,NA,2,64,5,1,0,0,0
"222",271,0,0,0,0,0,1,1,"1. FTF/CASI",-2,1,5,2,9,NA,"4. Some of the time",1993,0,0,0,0,0,1,1,3,1,0,NA,2,23,1,0,0,1,0
"223",272,0,0,1,0,0,1,2,"1. FTF/CASI",2,1,1,1,9,13,"2. Most of the time",1978,0,1,0,0,1,1,1,1,0,0,2,4,38,3,2,1,1,2
"224",273,0,0,1,0,0,1,1,"1. FTF/CASI",2,1,1,2,13,14,"1. Always",1939,0,1,0,0,0,1,1,1,1,1,2,5,77,6,1,0,1,3
"225",274,0,0,0,0,0,2,1,"1. FTF/CASI",1,1,2,2,10,7,"3. About half the time",1997,0,0,0,1,0,1,1,2,1,1,0,3,19,1,1,0,1,1
"226",276,0,0,1,0,0,2,2,"1. FTF/CASI",-2,0,1,2,10,NA,"3. About half the time",1985,0,1,0,1,1,1,0,1,1,1,NA,3,31,2,3,2,0,1
"227",277,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,2,12,13,"1. Always",1957,0,1,1,1,1,1,1,1,1,1,2,5,59,5,4,3,1,3
"228",278,0.5,0,1,1,1,2,2,"1. FTF/CASI",-2,0,6,1,7,NA,"1. Always",1971,1,1,1,1,1,1,0,4,0,0,NA,5,45,4,5,4,0,3
"229",279,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,2,13,NA,"2. Most of the time",1950,0,1,1,1,1,1,1,1,1,1,NA,4,66,6,4,3,1,2
"230",280,0,0,1,0,0,1,1,"1. FTF/CASI",2,0,1,1,10,10,"3. About half the time",1993,0,1,0,0,0,1,0,1,0,1,1,3,23,1,1,0,0,1
"231",281,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,5,2,14,NA,"2. Most of the time",1990,0,1,1,1,1,1,1,3,1,1,NA,4,26,2,4,3,1,2
"232",282,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,9,11,"1. Always",1957,1,1,1,1,1,1,1,1,0,0,1,5,59,5,5,4,1,3
"233",283,0,0,0,0,0.5,1,2,"1. FTF/CASI",2,1,1,2,13,11,"2. Most of the time",1953,0,0,1,0,1,1,1,1,1,1,1,4,63,5,2,1,1,2
"234",284,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,6,NA,"3. About half the time",1939,0,1,1,1,1,1,1,1,0,0,NA,3,77,6,4,3,1,1
"235",285,0,0,0,0,0.5,2,2,"1. FTF/CASI",-2,0,2,1,9,9,"2. Most of the time",1988,0,0,1,1,1,1,0,2,0,0,0,4,28,2,3,2,0,2
"236",286,0,0,1,0,0,1,1,"1. FTF/CASI",-2,1,1,1,13,13,"4. Some of the time",1989,0,1,0,0,0,1,1,1,0,1,2,2,27,2,1,0,1,0
"237",288,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,5,2,9,9,"4. Some of the time",1996,0,1,1,1,1,1,1,3,1,0,0,2,20,1,4,3,1,0
"238",290,0,0,1,0,0,2,2,"1. FTF/CASI",-2,0,1,1,12,12,"4. Some of the time",1966,0,1,0,1,1,1,0,1,0,1,1,2,50,4,3,2,0,0
"239",292,0,0,0,0,0,1,1,"1. FTF/CASI",-2,0,1,2,4,NA,"5. Never",1926,0,0,0,0,0,1,0,1,1,0,NA,1,90,6,0,0,0,0
"240",293,0.5,0,1,0,0,2,1,"1. FTF/CASI",1,1,2,2,9,NA,"5. Never",1982,1,1,0,1,0,1,1,2,1,0,NA,1,34,2,3,2,1,0
"241",294,0,0,1,1,1,2,2,"1. FTF/CASI",-2,0,2,2,9,10,"4. Some of the time",1967,0,1,1,1,1,1,0,2,1,0,1,2,49,4,4,3,0,0
"242",295,0,0,1,1,1,2,2,"1. FTF/CASI",-2,0,1,1,10,NA,"4. Some of the time",1989,0,1,1,1,1,1,0,1,0,1,NA,2,27,2,4,3,0,0
"243",296,0,0,1,0,0,1,1,"1. FTF/CASI",-2,0,1,1,11,13,"4. Some of the time",1968,0,1,0,0,0,1,0,1,0,1,2,2,48,4,1,0,0,0
"244",297,0,0,1,1,1,2,1,"1. FTF/CASI",-2,0,5,1,9,NA,"4. Some of the time",1967,0,1,1,1,0,1,0,3,0,0,NA,2,49,4,3,2,0,0
"245",298,0,0,1,0,0,1,2,"1. FTF/CASI",1,1,1,1,9,NA,"3. About half the time",1992,0,1,0,0,1,1,1,1,0,0,NA,3,24,1,2,1,1,1
"246",299,0,0,0,0,0,2,2,"1. FTF/CASI",1,0,5,1,3,3,"4. Some of the time",1960,0,0,0,1,1,1,0,3,0,0,0,2,56,5,2,1,0,0
"247",300,1,1,1,1,1,2,2,"1. FTF/CASI",1,1,1,1,9,9,"1. Always",1938,1,1,1,1,1,1,1,1,0,0,0,5,78,6,5,4,1,3
"248",301,0,0,1,0,0,2,1,"1. FTF/CASI",2,0,1,1,10,NA,"1. Always",1992,0,1,0,1,0,1,0,1,0,1,NA,5,24,1,2,1,0,3
"249",302,0,0,0,0,0,1,2,"1. FTF/CASI",2,1,5,2,11,9,"3. About half the time",1953,0,0,0,0,1,1,1,3,1,1,0,3,63,5,1,0,1,1
"250",303,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,5,1,13,NA,"1. Always",1945,0,1,1,1,1,1,1,3,0,1,NA,5,71,6,4,3,1,3
"251",304,0,0,1,1,1,2,2,"1. FTF/CASI",3,1,1,1,10,11,"2. Most of the time",1972,0,1,1,1,1,1,1,1,0,1,1,4,44,3,4,3,1,2
"252",305,0,0,0,0,0,1,2,"1. FTF/CASI",-2,1,5,2,9,NA,"4. Some of the time",1995,0,0,0,0,1,1,1,3,1,0,NA,2,21,1,1,0,1,0
"253",307,0,0,0,0,0,2,2,"1. FTF/CASI",-2,0,1,1,9,9,"4. Some of the time",1995,0,0,0,1,1,1,0,1,0,0,0,2,21,1,2,1,0,0
"254",308,0,0,0,0,0,1,1,"1. FTF/CASI",-2,0,1,2,13,9,"4. Some of the time",1987,0,0,0,0,0,1,0,1,1,1,0,2,29,2,0,0,0,0
"255",309,0,0,1,1,1,1,2,"1. FTF/CASI",1,1,6,1,6,8,"3. About half the time",1940,0,1,1,0,1,1,1,4,0,0,0,3,76,6,3,2,1,1
"256",310,0,0,0,0,0,2,2,"1. FTF/CASI",2,1,1,2,13,9,"3. About half the time",1974,0,0,0,1,1,1,1,1,1,1,0,3,42,3,2,1,1,1
"257",311,0,0,0,0,0,1,1,"1. FTF/CASI",1,1,2,2,8,NA,"4. Some of the time",1992,0,0,0,0,0,1,1,2,1,0,NA,2,24,1,0,0,1,0
"258",312,0.5,0,1,1,1,2,2,"1. FTF/CASI",-2,0,1,1,10,NA,"1. Always",1942,1,1,1,1,1,1,0,1,0,1,NA,5,74,6,5,4,0,3
"259",314,0,0,1,1,1,2,1,"1. FTF/CASI",2,1,1,2,9,NA,"1. Always",1940,0,1,1,1,0,1,1,1,1,0,NA,5,76,6,3,2,1,3
"260",316,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,5,NA,13,13,"2. Most of the time",1956,0,1,1,1,1,1,1,3,NA,1,2,4,60,5,4,3,1,2
"261",317,0,0,1,0,0,1,1,"1. FTF/CASI",1,1,1,2,14,14,"3. About half the time",1986,0,1,0,0,0,1,1,1,1,1,2,3,30,2,1,0,1,1
"262",318,0,0,0,0,0,1,1,"1. FTF/CASI",2,1,5,2,12,NA,"1. Always",1955,0,0,0,0,0,1,1,3,1,1,NA,5,61,5,0,0,1,3
"263",319,1,1,1,1,1,2,1,"1. FTF/CASI",1,1,1,2,13,NA,"3. About half the time",1968,1,1,1,1,0,1,1,1,1,1,NA,3,48,4,4,3,1,1
"264",321,0,0,1,1,1,2,1,"1. FTF/CASI",1,1,1,2,13,13,"2. Most of the time",1966,0,1,1,1,0,1,1,1,1,1,2,4,50,4,3,2,1,2
"265",322,0,0,1,0,0,1,2,"1. FTF/CASI",1,1,1,2,9,9,"4. Some of the time",1980,0,1,0,0,1,1,1,1,1,0,0,2,36,3,2,1,1,0
"266",323,1,1,1,1,1,2,1,"1. FTF/CASI",1,1,1,1,14,9,"1. Always",1958,1,1,1,1,0,1,1,1,0,1,0,5,58,5,4,3,1,3
"267",324,1,1,1,1,1,2,2,"1. FTF/CASI",1,0,3,1,14,NA,"3. About half the time",1986,1,1,1,1,1,1,0,4,0,1,NA,3,30,2,5,4,0,1
"268",325,0,0,1,0,0.5,2,1,"1. FTF/CASI",1,1,1,2,13,14,"3. About half the time",1964,0,1,1,1,0,1,1,1,1,1,2,3,52,4,3,2,1,1
"269",326,0,0,1,1,1,2,2,"1. FTF/CASI",3,1,1,1,14,8,"2. Most of the time",1962,0,1,1,1,1,1,1,1,0,1,0,4,54,4,4,3,1,2
"270",327,0,0,1,0,0,2,1,"1. FTF/CASI",2,1,5,1,13,13,"1. Always",1946,0,1,0,1,0,1,1,3,0,1,2,5,70,6,2,1,1,3
"271",328,0,0,0,0,0,1,1,"1. FTF/CASI",2,1,1,2,12,NA,"2. Most of the time",1935,0,0,0,0,0,1,1,1,1,1,NA,4,81,6,0,0,1,2
"272",329,0,0,0,0,0,1,1,"1. FTF/CASI",2,1,1,1,11,12,"2. Most of the time",1975,0,0,0,0,0,1,1,1,0,1,1,4,41,3,0,0,1,2
"273",332,0,0,1,0,0,1,2,"1. FTF/CASI",2,1,1,1,10,9,"4. Some of the time",1970,0,1,0,0,1,1,1,1,0,1,0,2,46,4,2,1,1,0
"274",333,0,0,1,1,1,1,2,"1. FTF/CASI",1,1,5,2,11,NA,"2. Most of the time",1944,0,1,1,0,1,1,1,3,1,1,NA,4,72,6,3,2,1,2
"275",335,0,0,1,0,0,2,2,"1. FTF/CASI",-2,0,5,2,7,NA,"4. Some of the time",1959,0,1,0,1,1,1,0,3,1,0,NA,2,57,5,3,2,0,0
"276",336,1,1,1,1,1,2,2,"1. FTF/CASI",5,1,1,1,12,9,"2. Most of the time",1981,1,1,1,1,1,1,1,1,0,1,0,4,35,3,5,4,1,2
"277",337,0,0,1,0,0,2,2,"1. FTF/CASI",3,1,1,2,13,13,"3. About half the time",1976,0,1,0,1,1,1,1,1,1,1,2,3,40,3,3,2,1,1
"278",338,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,2,13,16,"2. Most of the time",1961,0,1,1,1,1,1,1,1,1,1,2,4,55,5,4,3,1,2
"279",340,0,0,1,0,0,2,2,"1. FTF/CASI",4,1,3,1,12,NA,"2. Most of the time",1988,0,1,0,1,1,1,1,4,0,1,NA,4,28,2,3,2,1,2
"280",341,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,5,1,11,NA,"2. Most of the time",-9,0,1,1,1,1,1,1,3,0,1,NA,4,NA,NA,4,3,1,2
"281",343,0,0,0,0,0,2,2,"1. FTF/CASI",-2,0,1,1,12,NA,"5. Never",1981,0,0,0,1,1,1,0,1,0,1,NA,1,35,3,2,1,0,0
"282",344,0,0,1,1,1,1,2,"1. FTF/CASI",1,1,1,2,14,NA,"3. About half the time",1958,0,1,1,0,1,1,1,1,1,1,NA,3,58,5,3,2,1,1
"283",345,0,0,1,0,0.5,1,2,"1. FTF/CASI",2,1,1,2,11,NA,"1. Always",1956,0,1,1,0,1,1,1,1,1,1,NA,5,60,5,3,2,1,3
"284",346,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,2,13,13,"1. Always",1959,1,1,1,1,1,1,1,1,1,1,2,5,57,5,5,4,1,3
"285",348,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,10,8,"1. Always",1929,1,1,1,1,1,1,1,1,0,1,0,5,87,6,5,4,1,3
"286",349,0,0,0,0,0,1,2,"1. FTF/CASI",-2,1,2,2,9,NA,"2. Most of the time",1969,0,0,0,0,1,1,1,2,1,0,NA,4,47,4,1,0,1,2
"287",350,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,2,13,13,"3. About half the time",1957,0,1,1,1,1,1,1,1,1,1,2,3,59,5,4,3,1,1
"288",351,0,0,1,1,1,2,2,"1. FTF/CASI",-2,0,1,1,12,9,"2. Most of the time",1932,0,1,1,1,1,1,0,1,0,1,0,4,84,6,4,3,0,2
"289",352,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,13,NA,"3. About half the time",1966,1,1,1,1,1,1,1,1,0,1,NA,3,50,4,5,4,1,1
"290",354,0,0,1,1,1,2,1,"1. FTF/CASI",1,1,6,2,13,NA,"2. Most of the time",1969,0,1,1,1,0,1,1,4,1,1,NA,4,47,4,3,2,1,2
"291",355,0.5,0,1,0,0.5,2,1,"1. FTF/CASI",2,1,1,2,13,12,"1. Always",1959,1,1,1,1,0,1,1,1,1,1,1,5,57,5,4,3,1,3
"292",356,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,10,13,"2. Most of the time",1992,0,1,1,1,1,1,1,1,0,1,2,4,24,1,4,3,1,2
"293",358,0,0,1,0,0,1,1,"1. FTF/CASI",-2,0,1,2,14,NA,"4. Some of the time",1954,0,1,0,0,0,1,0,1,1,1,NA,2,62,5,1,0,0,0
"294",359,0.5,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,1,16,16,"1. Always",1956,1,1,1,1,1,1,1,1,0,1,2,5,60,5,5,4,1,3
"295",361,0,0,1,1,1,2,2,"1. FTF/CASI",1,1,1,1,10,13,"2. Most of the time",1986,0,1,1,1,1,1,1,1,0,1,2,4,30,2,4,3,1,2
"296",363,0.5,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,15,9,"2. Most of the time",1926,1,1,1,1,1,1,1,1,0,1,0,4,90,6,5,4,1,2
"297",364,0,0,1,1,1,2,1,"1. FTF/CASI",1,1,1,2,13,NA,"2. Most of the time",1993,0,1,1,1,0,1,1,1,1,1,NA,4,23,1,3,2,1,2
"298",366,0,0,0,0,0,1,2,"1. FTF/CASI",-2,0,1,2,9,NA,"4. Some of the time",1988,0,0,0,0,1,1,0,1,1,0,NA,2,28,2,1,0,0,0
"299",367,0,0,1,0,0,2,1,"1. FTF/CASI",4,1,1,2,13,NA,"4. Some of the time",1977,0,1,0,1,0,1,1,1,1,1,NA,2,39,3,2,1,1,0
"300",368,0,0,1,0,0,2,1,"1. FTF/CASI",1,1,2,1,11,NA,"4. Some of the time",1970,0,1,0,1,0,1,1,2,0,1,NA,2,46,4,2,1,1,0
"301",369,0,0,1,1,1,2,1,"1. FTF/CASI",1,1,1,1,14,NA,"2. Most of the time",1955,0,1,1,1,0,1,1,1,0,1,NA,4,61,5,3,2,1,2
"302",370,0,0,1,0,0.5,2,2,"1. FTF/CASI",1,1,2,2,12,NA,"4. Some of the time",1976,0,1,1,1,1,1,1,2,1,1,NA,2,40,3,4,3,1,0
"303",371,0,0,1,1,1,2,2,"1. FTF/CASI",2,1,1,1,15,15,"1. Always",1976,0,1,1,1,1,1,1,1,0,1,2,5,40,3,4,3,1,3
"304",372,0,0,1,1,1,1,2,"1. FTF/CASI",1,1,3,2,14,14,"3. About half the time",1985,0,1,1,0,1,1,1,4,1,1,2,3,31,2,3,2,1,1
